text,label
নাটক টি আমার কাছে ভালো লাগে,1.0
নিজ জীবনের সাথে ওতপ্রোতভাবে জড়িত ছিলো গল্পটা হ্যা সে আজ অনেকটা সুখে আছে অন্য কাউকে নিয়ে আমি দূর থেকেই আমায় ভুলতে হাজারো সাহায্য করেছিলাম তাকে যখন বুঝতে পারলাম যে সে আর আমার নাই তখনই মনে হলো জীবনের মানেটা আজ আর আমার কাছে অর্থহীন ব্যাতীত কিছু নয় আজ চাইলেও তাকে আর ফিরাতে পারিনা তিলে তিলে নিঃশেষ হয়ে যাচ্ছি অন্ধকারের গহবরে আর চলতেও পারছিনা সম্পা সুখী হ তুই বিশ্বাস কর্ আজো গভীর রাতে নিরবেই কেদে যাই তোর অজান্তে যেটাকে তুই বিনোদনের উপকরণ ভাবিস ভালো থাকিস এবার আর পারলাম না সবটা শেষ মনে করেই মাবাবার হাতে জীবনটাকে তুলে দিলাম ৭ টা বছরের পথ চলা হাতে হাত রেখে আর আজ ৫ মাস হলো তোর সাথে চোখে চোখহাতে হাত বা তোর কণ্ঠটাও শুনতে পাইনা,1.0
বহুদিন পরে ভালো লাগল একটা নাটক দেখে এই দুইজন সেরা জুটি টিভির পর্দায় আর যত দিন যাচ্ছে নিশো আর তানজিন এর অভিনয় আরো প্রাণবন্ত হচ্ছে ক্যামেরার শট গুলি অসাধারণ ছিল প্রতিটি চরিত্র প্রায় অপটিমাম লেভেলে পারফর্ম করেছে এমন কি অল্প সময়ের কিন্তু গুরুত্বপূর্ণ চরিত্রের ডাক্তার ও,1.0
শেষটা অসাধারণ,1.0
অসাধারণ একটা গল্প অনেক ভালো লাগলো,1.0
সত্যিই অসাধারণ,1.0
অসাধারণ একটা নাটক দেখলাম,1.0
দু জনেরই অাভিনয় অনেক সুন্দর হয়ছে ধন্যবাদ,1.0
এই বছরের সেরা নাটক  বলতে হবে    আপনারা কি বলেন,1.0
নাইস নাটক,1.0
তিশা আপুর অভিনয় সত্যিই অতুলনীয় হয়েছে আর বাঁশির সুরটাতো যেন তার অভিনয়ের সাথে তালে তাল মিলাচ্ছিলো,1.0
খুব ভালো লাগলো,1.0
আমি কলকাতায় থাকিবাংলাদেশী এই ধরনের টেলিফ্লিম আমি কোন দিন দেখি না আজ ফার্স্ট টাইম দেখলাম দারুণ লাগলো ধন্যবাদ বাংলাদেশী মিডিয়া,1.0
খুব সুন্দর একটা নাটকএসব পরিচালক রাচাইলেই অনেক ভালো ভালো মুভি আমাদের উপহার দিতে পারেনআর আরফান নিশো ভাইআমার আপনি পছন্দের একজন অভিনেতা,1.0
অসাধারণ বস,1.0
দারুন অসাধারণ,1.0
অনেক সুন্দর একটি নাটক সত্যি অসাধারণ,1.0
সত্যি বাংলাদেশী নাটক সত্যিই অতুলনীয় দারুন লাগলো ,1.0
সেরা নাটক হয়ছে,1.0
অসাধারন একটা নাটকখুবই ভাল লাগছেবিশ্বাস এমন একটা জিনিস যেটা রাখার য্যোগতা সবার থাকে না,1.0
নিশোর অন্যতম সেরা একটিঅমি ভাই অসাধারণ স্ক্রীনপ্লে,1.0
অসাধারন জুটি  পাসা পাসি অবিনয় সেই লাগে ভাই কুয়েত,1.0
এরকম সুন্দর সুন্দর সামাজিক নাটক আমরা আরো চাই আর তানজিন আপু তো এক্কেবারে ফাটাইয়া দিলো,1.0
শেষটা অনেক ভাল ছিলো,1.0
এই রকম মাইয়া কেও ভালোবাসতো আমারে লালা জান দিয়া দিতাম,1.0
তানজিন তিশাকে আন্নরূপে দেখে স্যতি খুব ভালো লাগলো তিশা আপু সেই তোমার বিগ ফেন আমি তোমাকে এইরূপে আবার দেখতে চাই কুতার বাচ্চা তুই আমার ফোন ধরছ না কেন সেই ছিলো,1.0
তিশার শেষ দৃশ্যের কান্নার অভিনয়টা অসাধারন জীবন্ত একদম মনেই হয় না এটা অভিনয়,1.0
অসাধারণ নাটকটি,1.0
এখানেই শেষ করে দিলো,1.0
অসাধারণ,1.0
নাটক টি অনেক সুন্দর হয়েছে,1.0
কতবার যে দেখেছি হিসেব নেই অসাধারণ নাটক,1.0
ভাল লাগল নাটক টা,1.0
দুইটা লাইক পাওয়ার আশায় নাটকও দেখতাছে আবার হাদিস ও শুনাচ্ছে,1.0
অসাধারন চোখের জল ধরে রাখতে পারলামনা,1.0
নাটকের স্টরিলাইন দারুন ডিরেকশন সম্ভবত আরো ভালো দেয়া যেত এ ধরনের ইমোশনাল নাটক দেখতে ভালই লাগে,1.0
অনেক ভাল লাগছে,1.0
আমার দেখা সেরা,1.0
খুব  খুব সুন্দর  নাটকটি এক কথায় অসাধারণ,1.0
নিশো তিশাকে যেভাবে এড়িয়ে যাচ্ছিলো তাতেই ধারণা করেছিলাম যে কিছু একটা আছে যার জন্য এমন করতেছেসেটাই সত্যি হলো যে ভালবাসার বহিঃপ্রকাশ কতরকম হতে পারেলাস্ট মোমেন্ট মিলনাত্মক দেখে খুব ভালো লেগেছে,1.0
খুব খুব খুব ভালো লাগলো,1.0
বাংলা নাটক ই সেরা,1.0
অনেক সুন্দর নাটক,1.0
পরিচালক অমি ভাইয়রে কইতাছি  এটা আমার ব্যক্তিগত মতামত নিশো ভাইয়ের লগে তিশা আপার চাইতে মেহজাবিন আপা সাবিলা আপারে ভালো মানায়বেস্ট ড্রামা  ভাল্লাগছে,1.0
খুব কষ্ট লেগেছে সত্যিই গল্পটা অনেক সুন্দর,1.0
অসাধারণ,1.0
অনেক অনেক আমার কাছে ভালো লাগছেঅনেক হাসির মাযে ও কস্ট লুকি য়ে থাকে যে গুলো খালি চোখে দেখা জায় নাশেষের দিকটা খুব ভালো লাগছেফিনিশিং খুব ভালো হইছে,1.0
নাটকটি অনেক সুন্দর হয়েছে,1.0
গল্পটা অনেক ভাল লাগলো,1.0
অসাধরন তাছনিন তিশার অভিনয় ভালো লাগছে,1.0
নিশো ভাই এই জন্যই আপনাকে ভাল নাগে ভিষণ,1.0
অসাধারণ লাগতেছে  ন,1.0
নাটক টাদেখে আসলে খুবিই ভালো লাগলো,1.0
অসাধারণ একটি নাটক দেখলামআর  আমার কাছে নিশো ভাই এর অভিনয় অনেক ভালো লাগেআমি নিশো ভাই এর সব নাটক দেখি একটাও মিস করি না,1.0
নাটক জগতে আরও একটি সুন্দর নাটক দেখলাম,1.0
৩ বার নাটকটা দেখলাম হয়ত আবারও দেখা হতে পারেকিছু নির্মাণ থাকে যাদুকরী,1.0
অসধারন নাটক কিন্তো শেষে বিষয়টা যে  বেচে আছে কিনা সব কিছোই সফল হলো যে কোন একটাত দেখে বোজতে পারতাম যে এটাই আমার বাস্থবতা সাথে মিল,1.0
এত সুন্দর নাটক  তানজীম তীশা নিশো ভাইয়া,1.0
অসাধারণ তানজিল তিশা ভালবাসার কোন শেষ নেই,1.0
ভাল লাগলো,1.0
ছেলেরা এরকমি নিজের কষ্ট কাওকে বুজতে দেই  না সুন্দর  নাটক,1.0
শেষটা অসাধারণ ছিল,1.0
এক কথায় সুপার হিট,1.0
তিশার অভিনয়  অনেক সুন্দর হইছে,1.0
আরফান নিশো ভাই সেই রখম নাটকটাএবং তানজিলা আপুকে অনেক অনেক ধন্যবাদকেমন হইছে নাটকটা বন্ধুরা,1.0
অনেক সুন্দর লাগলো,1.0
অসাধারণ একটি ড্রামা,1.0
মজাই মজা,1.0
খুব সুন্দর হয়েছে আমি নাটকের সেষ পানতে খুব কেঁদেছি,1.0
অসাধারণ নাটক ভাল্লাগছে,1.0
বুদ্বিমান পরিচালকনিশো তানজিন দুজনই ভালগালিগুলো এজটু কড়া হয়ে গেছেতবু ও ভাল,1.0
অনেক দিন পর ভালো একটি নাটক দেখলাম,1.0
খুব ভালো লাগছে,1.0
ভাল লাগছে,1.0
এই নাটকটি আমি কম হইলো  বার দেখছি  আমার খুব ভাল লেগেছে  বিশেষ করে তিশার অসাধারণ অভিনয় করছে নিশো ভাইয়ের অভিনয় অনেক ভাল অভিনয় করে ছে,1.0
এবারের ঈদের সেরা নাটক,1.0
আফরান নিশোর পাগড়ি খুলে বিয়ের আসর থেকে পালিয়ে যাওয়ার দৃশ্যটা সেই রকম মজার ছিলসময় হাহাহা,1.0
অসাধারণ  নাটক,1.0
আসলেই বাধ্য হয়ে বলতে হয় অসাধারণ একটি নাটক  ,1.0
অনেক অনেক সুন্দর,1.0
অসাধারণ লাগছে,1.0
অসাধারন একটা নাটক,1.0
আমার দেখা বাংলাদেশের সমস্ত নাটকের মধ্যে সেরা একটিঅসাধারণ একটা গল্পপরবর্তী পার্ট চাই ভবিষ্যৎ এ কি হলো দেখতে চাই,1.0
অসাধারণ নাটক ভাই,1.0
সেরা ভাই সেরা,1.0
অনেক ভালো একটা নাটকজীবনের দেখা শীর্ষ নাটকের তালিকায় আমার কাছে এটা ২য়,1.0
ভাল লাগছে ভাই অনেক ভালো লাগছে একদম কলিজায় লেগে গেছে,1.0
খুবই ভালো লাগছে,1.0
নাটক টা দেখে অনেক ভালো লাগলো,1.0
আমাদের দেশ বাংলাদেশ সব কিছুতেই সেরা,1.0
অসাধারণ নাটক আমার কাছে অনেক ভালো লাগছে,1.0
দৌড়টা আমার খুব ওসাম লাগছে,1.0
অসাধারণ নিশো ও তানজিন তিশা দুজনেই আমার পছন্দের,1.0
বিয়ে এর মত ভাল জিনিস নিয়ে ফাজলামো,1.0
শেষ দৃশ্য টা সত্যি অসাধারণ,1.0
অসাধারন ছিলো নাটকটা,1.0
নাটক টা অনেক সুন্দর হয়েছে  ভাইয়া এবং আপুর অভিনয় অনেক বাস্তবিক,1.0
নিশো ভাই আপনার নাটক আমি দেখিনাই আমার জানা মতে আর নাই  ইউটুবে বেস্ট জুটি তানজিন তিশা আরফিন নিশো,1.0
নিশো ভাই অভিনেতা হিসাবে সেরা আবারও প্রমান হয়ে গেল,1.0
দারুন খুব খুব ভালো,1.0
আফরান নিশো ভাই নাটক অসাধারণ অনেক ভালো লাগছে নাটক দেখার পর মেয়েদের প্রতি ভালোবাসা আরো বেড়ে গেল,1.0
ভালোবাসা কেন এমন হয় ,1.0
অসাধারণ,1.0
অনেকদিন পর এমন অসাধারণ গল্পে নির্মিত একটা নাটক দেখলাম আর ধ্রুব টিভি বা মিউজিক স্টেশনের কথা কি বলব এই প্রতিষ্ঠানের কাজের ফ্যান হয়ে গেছি কাজের মান ১০০ তে ১০০,1.0
এক কথাই অসাধারণ একটি নাটক,1.0
শেষ এর ইমোশন টা অনেক ভালো ছিলো,1.0
খুব সুন্দর নাটোক টা,1.0
তানজিন তিশা আপুর সংগে আরফান নিশো ভাইয়াএই জুটি টা আমার কাছে অসাধারন লাগে  দুই জনার সংগে মিলেও একদম পারফেক্ট নাটক টি সুন্দর হয়েছেবরাবরই তানজিন তিশা আপুর   নিশো ভাইয়ের অভিনয় আমার কাছে সেরা অভিনয়ধন্যবাদ,1.0
খুব ভালো লেগেছে,1.0
অসাধারণ নাটক,1.0
ইন্ডিয়ার বাংলা নাটকের চেয়ে বাংলাদেশের নাটক ই সেরা,1.0
বেস্ট বেস্ট বেস্ট এভার সিন,1.0
নাটকটা ভালোই লাগছে,1.0
মন ছুয়ে গেছে,1.0
আসাধারন অভিনয় দুই জনেয় সেরা,1.0
তানজিন তিশা আর আফরান নিশু জুটি টা দারুণ,1.0
প্রেমিকা হলো সুইয়ের মতোব্যথা দিয়ে বোঝায় তার অস্তিত্ব হারিয়ে যেয়ে বোঝায় সে প্রয়োজনীয়,1.0
অপূর্বর জায়গাই অপূর্ব  নিসোর জাইগাই নিসো,1.0
অসাধারণ নাটকরেসপেক্ট ইউ বস নিশো,1.0
এখনো এমন অনেক প্রকৃত ভালবাসা রয়েছে কিন্তু কিছু ছদ্মবেশী প্রেমিক প্রেমিকার জন্য আজ আর কেউ কাউকে বিশ্বাস  করতে পারে না,1.0
বাংলাদেশের মুভি থেকে নাটক গুলো বেশি ভালনিশো ভাই সিয়াম তাহসান ছ্যারের নাটক গুলো সবথেকে বেশি ভাল লাগেআমার মত কে কে আছেন,1.0
সত্যি অসাধারণ নাটকটি,1.0
অতি সুন্দর একটা নাটক,1.0
নাটক টা সব কিছু ঠিক আছে কিনতো লাসটে মেয়ে টা সব কিছু জানতে পারলো তার জন্য আমার কাছে ভাল লাগে না,1.0
সত্যি কারের ভালবাসা এমনই হয়,1.0
অনেক সুন্দর,1.0
ভাইয়ের তোমার নাটক বলে কথা সুন্দর একটা কিছু উপহার তো থাকবেই,1.0
নাটক টি অনেক সুন্দর হয়েছে আরফান নিশো ভাইয়ের পাগলা ভক্ত গুলা কই,1.0
সেরা নাটক,1.0
অসাধারণ ‌ভাই,1.0
নাটক দেখে খুব ভালো লাগলো,1.0
আরপাত নিশো এন্ড তানজিন তিশাঅপূর্ব + মেহজাবিন  নাটক জগতের সেরা জুটি,1.0
নাটকটা যতবার দেখি ততবারই ভালো লাগে এবং সাথে কান্নাও আসে,1.0
খুভাল নাটক অসাধারন,1.0
অসাধারণ একটা নাটকদেখে খুব ভালো লাগছে,1.0
নাটকের জগতে বস আফরান নিশো ভাই আপনাকে সেলুট এতো সুন্দর নাটক উপহার দেয়ার জন্যে,1.0
অসাধরণ নাটক খুব ভালো লাগলো,1.0
অসাধারন হইছে,1.0
খুব সুন্দর হইছে সবাইকে  দেখার অনুরধ রইলো,1.0
কি নাটক বানাইছেন মিয়া শেষ পযন্ত কানদাঁইয়া ছাড়লেন  এক কথাই অসাধারণ এমন নাটক আরো চাই,1.0
তিশার চরিত্র টা আরেকটু লাজুক হইলে ভাল হইত,1.0
অনেক সুন্দর নাটক,1.0
অসাধারণ বস ভালোবাসা রইল সব সময় ,1.0
অসাধারণ নাটক,1.0
অনেক অনেক ভালো লাগছে নিশো ভাই ধন্যবাদ,1.0
দুর্দান্তহৃদয়ছোঁয়া,1.0
অসাধারণ একটি নাটক অনেক ভালো লাগলো ধন্যবাদ সবাইকে,1.0
ফাটাফাটি আরফিন ভাইয়ার  ভক্তদের কে একসাথে দেখতে চাই লাইক কমেন্ট,1.0
শেষটা যে এমন হবে ভাবতে পারিনি সত্যি  অসাধারণ,1.0
নিশো ভাইয়ের নাটকই এখন সবচেয়ে হিটঅনেক সুন্দর,1.0
অনেক ভালো লাগলো,1.0
সত্যি নাটকটা খুব উপভোগ করলামঅবশেষে দু চোখের পানি ফেলে একটু কাদলাম অতীতের কথা মনে করে সত্যিই অসাধারণ,1.0
অসাধারণ পরিচালকআফরান নিশো ও তানজিন তিশা কে অনেক অনেক অভিনন্দন,1.0
আমি পশ্চিমবঙ্গের দর্শক আফরান নিশোর খুব বড় ভক্ত নিয়মিত আমি বাংলাদেশের এই নাটকগুলো দেখি অনেক অনেক ভালোবাসা রইলো আর বাংলাদেশে একবার ঘুরে আসতে চাই,1.0
অসাধারণ নাটকখুব ভাল লাগলো দেখে নাটকটা,1.0
আফরান নিশো ভাই খুব ভালো লাগছে,1.0
অনেক সুন্দর একটা নাটক চোখের পানি ধোরে রাখা জায়না,1.0
বেষ্ট সিন লাষ্ট মোমেন্ট,1.0
অনেক সুন্দর নাটক,1.0
অনেক সুন্দর লাগলো নাটক টি,1.0
অসাধারন একটা নাটক,1.0
নাটকটি দারুন সুন্দর,1.0
দারুন হইছে,1.0
তিশাএবং নিশু দুই জনকে অনেক সুন্দর লাগে,1.0
অসাধারণকিছু কিছু জায়গায় গালিগালাজ দেখা গেছে ঐগুলো বর্জন করলে বেস্ট হতো,1.0
নিশো ভাই তুমি বাংলা ছবির নায়কদের থেকে অনেক ভালো অভিনয় করো  আর তিশার সাথে জুটি সব নাটক এক কথায় অসাধারণ ওয়াও,1.0
অনেক সুন্দর একটা নাটক আশা করি বাংলা সিনেমা হারিয়ে গেল বাংলা নাটক হারাবে না,1.0
প্রতিটি মেদের প্রতি অনুরোধ ইন্ডিয়ার সিরিয়াল গুল বরজন করো তাদের থেকে আমাদের নাটক গুল হাজার গুনে ভাল,1.0
মজার নাটক,1.0
অসাধারন একটা নাটকইউনিটের সবাইকে অনেক ধন্যবাদ আর নিশো ভাই আর তিশা তো খুবই চমৎকার অভিনয় করছে,1.0
অনেক  সুন্দর  নাটক,1.0
অসাধারন গল্প সবাই দেখবেন,1.0
এই নাটকটা অসাধারণ,1.0
তানজিন তিশার অভিনয় খুব ভালে লাগছে   অনেক ধন্যবাদ আপুকে,1.0
তানজিন তিশার অভিনয় খুব ভালে লাগছে   অনেক ধন্যবাদ আপুকে,1.0
তানজিন তিশার অভিনয় খুব ভালে লাগছে   অনেক ধন্যবাদ আপুকে,1.0
কার কার কাছে  ভালো লাগছে,1.0
এক কথায় অসাধারণ,1.0
নাটকটা  সুন্দর,1.0
অনেক টা ভালো লাগছে আই লাভ নাটক,1.0
অসাধারণ কিন্তু শেষ টা দেখে আর চোঁখের পানি ধরে রাখতে পারলাম নাতুমি কেদো না আমি থাকবো না,1.0
জীবন সার্থক মনে হয় আজ নাটকা দেখার পর,1.0
অসাধারন নাটক,1.0
ছোট কিন্তু অনেক সুন্দর একটা স্ক্রিপ্ট  আর ওভিনয় এর কথা আর নাই বললাম অনেক ভালো লাগল,1.0
শেষ টা অসাধারণ হয়েছে  বেস্ট নাটক ঈদ ২০১৯,1.0
শেষ হয়েও যার হইলো না শেষসত্যি ও অসাধারণ,1.0
আরফার নিশোর অভিনয় টা এক কথাই অসাধারণ আর তানজিন তিশা ও ভালো অভিনয় করে,1.0
আফরান নিশো আসলেই জীবন্ত কিংবদন্তি ওর অভিনয় দক্ষতা দেখে আমি নিজেই বিমোহিততানজিন তিশা অসাধারণ অভিনয় করেছেতিশার জন্য ভালোবাসা,1.0
নিসুমানে সেরাবাংলাবাংলার সেরা নাটক,1.0
এত ভালো ভালো নাটক তৈরি করে বাংলাদেশ পছন্দের নাটক গুলির মধ্যে এই নাটক টা থাকবে আমার দেখা সেরা নাটক গুলির মধ্যে একটি শেষের সীন টা অসাধারন আর নিশো ভাইয়ার জন্য অনেক ভালোবাসা,1.0
শেষে আনন্দে চোখে পানি চলে আসলোপিউর ভালোবাসা ১ম থেকেই বুঝতে পারছিলাম নিশোর কিছু  হয়েছেঅনেক ভালো লাগলো শেষ টা,1.0
ইটা হয়চে সেরা নাটক,1.0
বাংলাভিশনে দেখেছিলাম অনেক ভালো লেগেছিল,1.0
অসাধারণ  খুব বালো লাগছে,1.0
অমি ভাই অল দ্যা বেস্ট,1.0
সিনেমাটোগ্রাফি ক্যামেরা কম্পোজিশন সাউন্ডস সব কিছুই ভালো ছিলোকিপ ইট আপ নেক্সট নাটকে আরও ডেপথ্ ওয়ালা স্টোরি চাই,1.0
নাটক ভাল হয়ছেকিন্তু আমার না খুব লাগছে তিশার কান্না গুলো প্রত্যক টা সট এ ওর কান্না গুলো  মনে হল পুরা রিয়ল লাইফআর পাজিল নিশো বৈশী যা না করছে,1.0
অসাধারণ ছিলো,1.0
বাংলাদেশের নাটক গুলো এখন খুবই সুন্দর হয়,1.0
অসাধারণ নাটক খুব ভালো লাগলো,1.0
ভাল লাগছে,1.0
বাংলাদেশের সিনেমা থেকে নাটক সবচেয়ে বেশি ভালোআসুন সবাই নাটক দেখি,1.0
অসাধারণ হইছে নাটক টা,1.0
অসাধারণ ছিল  মন ছুয়ে গেছে…,1.0
কাজল আরফিন অমি ভাই আপনার নাটক গুলা অনেক সুন্দর হয় আপনি পুরষ্কার পাবেন অবশ্যয়,1.0
এক কথায় অসাধারণ,1.0
পুরোটাই অনেক মজা পাইছি কিন্তু শেষের দিকে এসে একটু ভালো লাগছে,1.0
অনেক সুন্দর নাটক,1.0
নাটকটি বেশ ভাল লেগেছে ধন্যবাদ এত সুন্দর একটি নাটক দর্শকদের মাঝে উপহার দেওয়ার জন্য,1.0
একটি ব্যতিক্রম নাটক দেখলাম খুব ভাল হয়েছে,1.0
পুরাণ কাহীনি নতুন করে উপস্থাপন তবে নিশোর অভিনয়টা অনেক ভাল লাগছে যা আগেকার ক্যান্সার রুগীদের মত ছিলনা ,1.0
শেষে একটাই চাওয়া রঙিন এই আয়োজনে ভালো থাকবে তোমরা,1.0
তানজিন তিশা এই মুহুর্তের সেরা অভিনেত্রী,1.0
চেনা গল্পের অসাধারণ উপস্থাপন,1.0
আহ প্রথমে যতটুকু আনন্দ পেয়েছিলামশেষে অনেক কষ্ট পেলামদুই চোখ দিয়ে পানি চলে আসলো মানুষ ভালোবাসে ঠিকি কিন্তু নিষ্ঠুর এই পৃথিবীতে সবাই তার ভালোবাসা পায়নাকারো ভালোবাসা হারিয়ে যায় নিয়তির টানেআর কারো ভালোবাসা হারিয়ে যায় স্বর্থের টানেসত্যিই নাটক টা দেখে অনেক ইমোশনাল হয়ে গেলামমন থেকে ভালোবাসা রইলো সকল কুলাকোশলির জন্য,1.0
ভাইজান অসাধারণ তুমিঅসাধারণ,1.0
নাটকটা অনেক ভালো  লাগছে,1.0
অসাধারন গল্পনিশো ও তিশা অনবদ্য,1.0
নাটকটা ছিল অসাধারনশেষটা দেখে চোখে পানি এসে গেল,1.0
নাটকটা বেস্ট ,1.0
অসাধারন শেষ দৃশ্য টাখুব বলে লেগেছে,1.0
অসাধারণ  নাটক টি,1.0
অসাধারণ নাটকটি,1.0
জিয়াউল হক পলাশকাবিলা ডাইরেকশন দিবে আর নিশো ভাই অভিনয় করবে সেটা কি আর ভাল না হয়ে থাকেঅনেক ভাল হয়েছে,1.0
শেষ টুকু খুব ভালো লাগছে,1.0
এক কথায় অসাধারণ নাটক,1.0
শেষটা খুবই সুন্দর হয়েছেএগিয়ে যান নিশো ভাই আর তিশা আপু,1.0
কাহিনী টা অনেক সুন্দর হয়েছে ধন্যবাদ নির্মাতাকে,1.0
কাহিনী টা দারুন শেষের অংশে আমি ফেঁসে গেছি,1.0
চরম নাটকখুব ভাল হইছে,1.0
ঈদের বেস্ট নাটক বেস্ট স্টোরি বেস্ট পার্ফরমেন্স,1.0
দারুন অ‌ভিনয় কর‌ছে নায়িকা  একদম বাস্তব‌ধমী অ‌ভিনয়,1.0
অনেক ভাল নাটক,1.0
নিসো ভাই অনেক ভাল,1.0
বেষ্ট ছিলো পরিচালক কে ধন্যবাদ এমন একটা নাটক দেওয়ার জন্যপরিচালক এর জন্য লাইক হবে একটা দেও তারা তারি,1.0
মিস করার মানুষটা যদি তার ভুলগুলো বুজতে পারতোআফরান নিশো আসলে সেরা,1.0
আমার কাছে একটা ছোট গল্পের মতো মনে হলোশেষ হয়েও হইল না শেষচমৎকার একটা নাটক শেষের দিকে দুম করে একটা ভালোলাগা ছুয়ে গেলোতবে আরেকটু লং হলে ভালো লাগতো অবশ্য সুন্দর জিনিস কম আস্বাদন করাই উত্তম,1.0
নিশো ভাইয়ের ভক্ত গুলান কই লাইক দিয়ে জানিয়ে দেন,1.0
অসাধারণ নাটক আমি ও অনেক কে অনেক কিছু বলতে পারি না কিন্তু উনাদের স্যটেল করে দিয়ে যাবো ইনশাআল্লাহ ,1.0
শেষ দিয়ে খুব ভালো ছিল,1.0
তানজিল তিসার অভিনয় অনেক ভালো লেগেছে,1.0
অনেক ভালো গল্প ছিলো,1.0
বাংলা নাটক গুলো অনেক সুন্দর হচ্ছে এখন দেখতেই মন চায় শুধুনাটকের পরিচালক ভাইদের কে অনেক অনেক ধন্যবাদ এত সুন্দর করে বাংলা নাটক গুলো উপহার দেওয়ার জন্য,1.0
দারুন একটা নাটক,1.0
সবার পজিটিভ কমেন্ট দেখে নাটকটা দেখলামপুরাই  সময় নষ্টশেষে একটা ইমোশনাল সিন দিয়া বলদ বাঙালিদের মিলিয়ন ভিউ নিয়ে নিছে,1.0
শুরুটা একটু গোছালো হলে পুরোপুরি স্বাদটা পাওয়া যেত,1.0
অসাধারণকিসের ফিল্ম  বাংলাদেশের  নাটক বেস্ট,1.0
অসাধারন ছি‌লো রি‌য়ে‌লি গ্রেট,1.0
অসাধারণ একটা নাটক,1.0
খুবই ভাল লাগছে,1.0
এই নাটকটিও যে এতো ভালোতা জানা ছিলোনা এখন রাত ১২৫৫মিনিট নাটকটি খুব মজা নিয়ে দেখছিশুধু বিভিন্নরকম এ্যাড খুবই প্যারা দিচ্ছে,1.0
অসাধারণ একটা নাটক চোখে জল এসে গেল,1.0
এক কথায় ভিন্ন  রকমের একটি নাটক অনেক ভাল লাগছে⌛⏳⏳⏳⏳⏳⏳,1.0
অসাধারণ একটি নাটক হাসিয়েছে আবার কাঁদিয়েছেও,1.0
আর এই নাটক টা বেস্ট,1.0
নাটকটা ভাল লাগলো অনেক ইমোশনাল,1.0
বর্তমানে আরফান নিশো টপ হিরো,1.0
আমার মনে হয় নাটকটির শেষের দৃশ্য দেখে চোখে জল আসেনি এমন দর্শক কমই আছে ভালোবাসা অবিরাম নিশো ভাই,1.0
ভালো লাগলো,1.0
সত্যি অসাধারন ছিল কিন্তু আরেকটু বেশি সময় নিয়ে নাটক টা করলে ভালো হতো,1.0
নাটকটি অনেক সুন্দর হয়েছে কিন্তু কুত্তার বাচ্চা গালিটা না দিয়ে যদি সিস্টেমের মধ্যে একটা গালি দেয়া গেলে আরো সুন্দর হ‌ইতো,1.0
